Job ID,Name,Date/Time Sent,Status,Emails Sent,Open Rate,Deliverability Rate,Unique Click-Through Rate
"890526","FA20 Search 1S20 — Email 07","3/11/2020 6:01 PM","Complete","5213","14.9452269170579030","98.0625359677728755","0.9976525821596244"
"877524","FA20 Search 1S20 — Email 06","3/4/2020 6:01 PM","Complete","5251","15.1815181518151815","98.0956008379356313","1.1454086585129101"
"832593","FA20 Search 1S20 — Email 05","2/6/2020 6:01 PM","Complete","5212","14.9268104776579353","99.6162701458173446","0.8667180277349769"
"810750","FA20 Search 1S20 — Email 04","1/23/2020 6:01 PM","Complete","5247","15.0181748612971112","99.6188298075090528","2.1809833556533384"
"790439","FA20 Search 1S20 — Email 03","1/9/2020 6:01 PM","Complete","5362","15.9090909090909091","98.4707198806415517","2.2159090909090909"
"761149","FA20 Search 1S20 — Email 02","12/19/2019 6:01 PM","Complete","5466","15.5803156917363045","98.5181119648737651","1.7455896007428041"
"742135","FA20 Search 1S20 — Email 01","12/6/2019 3:42 PM","Complete","5516","12.4839124839124839","98.6040609137055838","2.3166023166023166"
"","","","","37267","14.8534768661990975","98.7093138701800521","1.6473658457021693"
